HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,eastOffset,northOffset,xAzimuth,yAzimuth
"001.501",CFGLOC107708,"Rocky Mountain Soil Heat Flux SP1","2010-01-01T00:00:00Z","2021-09-08T00:00:00Z",SOILPL100642,"Rocky Mountain Soil Plot, SP1","2010-01-01T00:00:00Z",,2.86,0.71,-0.08,5.50,0.00,284.00,40.275968,-105.545612,2738.42,-0.20,2.94,10.00,280.00
"001.501",CFGLOC107708,"Rocky Mountain Soil Heat Flux SP1","2021-09-08T00:00:00Z",,SOILPL100642,"Rocky Mountain Soil Plot, SP1","2010-01-01T00:00:00Z",,2.86,0.71,-0.05,5.50,0.00,284.00,40.275968,-105.545612,2738.42,-0.20,2.94,10.00,280.00
"003.501",CFGLOC107758,"Rocky Mountain Soil Heat Flux SP3","2010-01-01T00:00:00Z","2021-09-08T00:00:00Z",SOILPL100643,"Rocky Mountain Soil Plot, SP3","2010-01-01T00:00:00Z",,2.95,1.10,-0.08,4.60,0.00,100.00,40.276443,-105.545063,2735.90,-0.57,3.10,10.00,280.00
"003.501",CFGLOC107758,"Rocky Mountain Soil Heat Flux SP3","2021-09-08T00:00:00Z",,SOILPL100643,"Rocky Mountain Soil Plot, SP3","2010-01-01T00:00:00Z",,2.95,1.10,-0.05,4.60,0.00,100.00,40.276443,-105.545063,2735.90,-0.57,3.10,10.00,280.00
"005.501",CFGLOC107810,"Rocky Mountain Soil Heat Flux SP5","2010-01-01T00:00:00Z","2021-09-08T00:00:00Z",SOILPL100644,"Rocky Mountain Soil Plot, SP5","2010-01-01T00:00:00Z",,2.26,0.60,-0.07,17.60,0.00,100.00,40.275752,-105.545163,2732.50,-0.20,2.33,10.00,280.00
"005.501",CFGLOC107810,"Rocky Mountain Soil Heat Flux SP5","2021-09-08T00:00:00Z",,SOILPL100644,"Rocky Mountain Soil Plot, SP5","2010-01-01T00:00:00Z",,2.26,0.60,-0.05,17.60,0.00,100.00,40.275752,-105.545163,2732.50,-0.20,2.33,10.00,280.00
