uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"777d0ddd-07e0-4277-bc4d-29d6eae798fc","CPER_014.basePlot.vst","2014-10-01",,"D10","CPER","CPER_014","distributed","grasslandHerbaceous",40.807905,-104.697947,"WGS84",20.1,525476.75,4517476.94,"13N",1611.8,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"25","noneSelected","10",400,200,400,80,"No qualifying stems for Liana","D10KJB24",,"legacyData"
"73eaf909-8d29-427e-aeec-85812e5b9a53","CPER_052.basePlot.vst","2014-10-03",,"D10","CPER","CPER_052","tower","grasslandHerbaceous",40.817276,-104.745643,"WGS84",10.1,521450.79,4518504.41,"13N",1653.8,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for ShrubSapling or Liana","D10DPB11",,"legacyData"
"63dc6d43-044e-40c9-82b7-d61fbe20a2a8","CPER_049.basePlot.vst","2014-10-03",,"D10","CPER","CPER_049","tower","grasslandHerbaceous",40.817272,-104.744580,"WGS84",10.1,521540.44,4518504.23,"13N",1654.3,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for ShrubSapling or Liana","D10DPB11",,"legacyData"
"44ca49f2-fa0d-405f-9f9b-e7bcade4d399","CPER_070.basePlot.vst","2014-10-03",,"D10","CPER","CPER_070","tower","grasslandHerbaceous",40.817815,-104.744224,"WGS84",10.1,521570.29,4518564.59,"13N",1648.4,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for ShrubSapling or Liana","D10DPB11",,"legacyData"
"84a5bfa1-25e0-4c33-abad-313ed1bdf56a","CPER_057.basePlot.vst","2014-10-03",,"D10","CPER","CPER_057","tower","grasslandHerbaceous",40.817822,-104.744930,"WGS84",10.1,521510.74,4518565.19,"13N",1650.3,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,"No qualifying stems for ShrubSapling or Liana","D10DPB11",,"legacyData"
"7780dc60-e8e9-4017-84a3-90acb862e024","CPER_015.basePlot.vst","2014-10-06",,"D10","CPER","CPER_015","distributed","grasslandHerbaceous",40.853133,-104.744736,"WGS84",20.1,521515.69,4522484.99,"13N",1670.5,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for Liana","D10KJB24",,"legacyData"
"8f14b3ac-7e7e-430a-9033-704bff243331","CPER_005.basePlot.vst","2014-10-06",,"D10","CPER","CPER_005","distributed","grasslandHerbaceous",40.853093,-104.728006,"WGS84",20.1,522925.84,4522484.80,"13N",1664.4,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for lianas","D10KJB24",,"legacyData"
"6db011e9-b672-4e8a-8e2d-35196bc07dd4","CPER_003.basePlot.vst","2014-10-07",,"D10","CPER","CPER_003","distributed","grasslandHerbaceous",40.818451,-104.707164,"WGS84",20.1,524695.42,4518644.97,"13N",1623.8,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,"No qualifying stems for lianas","D10KJB24",,"legacyData"
"a16f0903-15e2-4058-b990-39e08b3a06e6","CPER_011.basePlot.vst","2014-10-09",,"D10","CPER","CPER_011","distributed","grasslandHerbaceous",40.866286,-104.703366,"WGS84",20.1,524997.74,4523956.05,"13N",1649.7,0.1,,"vst_CPER_2014",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,"No qualifying stems for lianas","D10KJB24",,"legacyData"
