startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2017-10-01T00:00:00Z","2017-10-01T00:30:00Z",,,,,,,,1
"2017-10-01T00:30:00Z","2017-10-01T01:00:00Z",,,,,,,,1
"2017-10-01T01:00:00Z","2017-10-01T01:30:00Z",4.7937,4.6022,5.2288,0.0458,30.0000,0.1573,0.0391,1
"2017-10-01T01:30:00Z","2017-10-01T02:00:00Z",,,,,,,,1
"2017-10-01T02:00:00Z","2017-10-01T02:30:00Z",6.5239,6.4178,6.6303,0.0050,30.0000,0.1395,0.0129,1
"2017-10-01T02:30:00Z","2017-10-01T03:00:00Z",4.9395,4.9122,4.9883,0.0005,30.0000,0.1366,0.0041,1
"2017-10-01T03:00:00Z","2017-10-01T03:30:00Z",,,,,,,,1
"2017-10-01T03:30:00Z","2017-10-01T04:00:00Z",7.8674,7.4891,8.3845,0.1229,180.0000,0.1474,0.0261,1
"2017-10-01T04:00:00Z","2017-10-01T04:30:00Z",,,,,,,,1
"2017-10-01T04:30:00Z","2017-10-01T05:00:00Z",,,,,,,,1
"2017-10-01T05:00:00Z","2017-10-01T05:30:00Z",8.1382,8.0792,8.1863,0.0011,90.0000,0.1379,0.0035,1
"2017-10-01T05:30:00Z","2017-10-01T06:00:00Z",7.6880,7.5788,7.7623,0.0049,60.0000,0.1387,0.0090,1
"2017-10-01T06:00:00Z","2017-10-01T06:30:00Z",,,,,,,,1
"2017-10-01T06:30:00Z","2017-10-01T07:00:00Z",,,,,,,,1
"2017-10-01T07:00:00Z","2017-10-01T07:30:00Z",,,,,,,,1
"2017-10-01T07:30:00Z","2017-10-01T08:00:00Z",,,,,,,,1
"2017-10-01T08:00:00Z","2017-10-01T08:30:00Z",,,,,,,,1
"2017-10-01T08:30:00Z","2017-10-01T09:00:00Z",,,,,,,,1
"2017-10-01T09:00:00Z","2017-10-01T09:30:00Z",3.5548,3.5392,3.5867,0.0002,30.0000,0.1359,0.0027,1
"2017-10-01T09:30:00Z","2017-10-01T10:00:00Z",,,,,,,,1
"2017-10-01T10:00:00Z","2017-10-01T10:30:00Z",,,,,,,,1
"2017-10-01T10:30:00Z","2017-10-01T11:00:00Z",,,,,,,,1
"2017-10-01T11:00:00Z","2017-10-01T11:30:00Z",,,,,,,,1
"2017-10-01T11:30:00Z","2017-10-01T12:00:00Z",,,,,,,,1
"2017-10-01T12:00:00Z","2017-10-01T12:30:00Z",4.8234,4.7593,4.9047,0.0021,30.0000,0.1373,0.0083,1
"2017-10-01T12:30:00Z","2017-10-01T13:00:00Z",5.2079,4.9282,5.4836,0.0509,60.0000,0.1485,0.0291,1
"2017-10-01T13:00:00Z","2017-10-01T13:30:00Z",,,,,,,,1
"2017-10-01T13:30:00Z","2017-10-01T14:00:00Z",,,,,,,,1
"2017-10-01T14:00:00Z","2017-10-01T14:30:00Z",,,,,,,,1
"2017-10-01T14:30:00Z","2017-10-01T15:00:00Z",,,,,,,,1
"2017-10-01T15:00:00Z","2017-10-01T15:30:00Z",,,,,,,,1
"2017-10-01T15:30:00Z","2017-10-01T16:00:00Z",,,,,,,,1
"2017-10-01T16:00:00Z","2017-10-01T16:30:00Z",,,,,,,,1
"2017-10-01T16:30:00Z","2017-10-01T17:00:00Z",,,,,,,,1
"2017-10-01T17:00:00Z","2017-10-01T17:30:00Z",,,,,,,,1
"2017-10-01T17:30:00Z","2017-10-01T18:00:00Z",,,,,,,,1
"2017-10-01T18:00:00Z","2017-10-01T18:30:00Z",,,,,,,,1
"2017-10-01T18:30:00Z","2017-10-01T19:00:00Z",9.7575,9.7343,9.7771,0.0002,30.0000,0.1385,0.0024,1
"2017-10-01T19:00:00Z","2017-10-01T19:30:00Z",,,,,,,,1
"2017-10-01T19:30:00Z","2017-10-01T20:00:00Z",,,,,,,,1
"2017-10-01T20:00:00Z","2017-10-01T20:30:00Z",,,,,,,,1
"2017-10-01T20:30:00Z","2017-10-01T21:00:00Z",7.5057,7.4933,7.5187,0.0000,30.0000,0.1375,0.0010,1
"2017-10-01T21:00:00Z","2017-10-01T21:30:00Z",,,,,,,,1
"2017-10-01T21:30:00Z","2017-10-01T22:00:00Z",,,,,,,,1
