startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2017-03-01T00:00:00Z","2017-03-01T00:30:00Z",-1.194,-1.241,-1.155,0.000,102,0.075,0.002,1
"2017-03-01T00:30:00Z","2017-03-01T01:00:00Z",-1.090,-1.181,-1.029,0.001,155,0.073,0.003,1
"2017-03-01T01:00:00Z","2017-03-01T01:30:00Z",-1.194,-1.246,-1.132,0.001,180,0.075,0.002,0
"2017-03-01T01:30:00Z","2017-03-01T02:00:00Z",-1.214,-1.260,-1.184,0.000,180,0.075,0.001,0
"2017-03-01T02:00:00Z","2017-03-01T02:30:00Z",-1.209,-1.246,-1.177,0.000,180,0.075,0.001,0
"2017-03-01T02:30:00Z","2017-03-01T03:00:00Z",-1.203,-1.243,-1.167,0.000,180,0.075,0.001,0
"2017-03-01T03:00:00Z","2017-03-01T03:30:00Z",-1.191,-1.233,-1.152,0.000,180,0.074,0.001,0
"2017-03-01T03:30:00Z","2017-03-01T04:00:00Z",-1.096,-1.221,-1.031,0.003,77,0.074,0.006,1
"2017-03-01T04:00:00Z","2017-03-01T04:30:00Z",-1.139,-1.223,-1.023,0.002,180,0.074,0.003,0
"2017-03-01T04:30:00Z","2017-03-01T05:00:00Z",-1.210,-1.253,-1.159,0.000,180,0.075,0.001,0
"2017-03-01T05:00:00Z","2017-03-01T05:30:00Z",-1.208,-1.248,-1.169,0.000,180,0.075,0.001,0
"2017-03-01T05:30:00Z","2017-03-01T06:00:00Z",-1.202,-1.243,-1.166,0.000,180,0.075,0.001,0
"2017-03-01T06:00:00Z","2017-03-01T06:30:00Z",-1.197,-1.230,-1.156,0.000,180,0.075,0.001,0
"2017-03-01T06:30:00Z","2017-03-01T07:00:00Z",-1.192,-1.230,-1.154,0.000,102,0.075,0.002,1
"2017-03-01T07:00:00Z","2017-03-01T07:30:00Z",-1.092,-1.173,-1.030,0.001,155,0.073,0.003,1
"2017-03-01T07:30:00Z","2017-03-01T08:00:00Z",-1.192,-1.235,-1.126,0.001,180,0.074,0.002,0
"2017-03-01T08:00:00Z","2017-03-01T08:30:00Z",-1.213,-1.245,-1.171,0.000,180,0.075,0.001,0
"2017-03-01T08:30:00Z","2017-03-01T09:00:00Z",-1.206,-1.240,-1.166,0.000,180,0.075,0.001,0
"2017-03-01T09:00:00Z","2017-03-01T09:30:00Z",-1.199,-1.232,-1.153,0.000,180,0.075,0.001,0
"2017-03-01T09:30:00Z","2017-03-01T10:00:00Z",-1.194,-1.222,-1.156,0.000,180,0.074,0.001,0
"2017-03-01T10:00:00Z","2017-03-01T10:30:00Z",-1.092,-1.217,-1.022,0.003,77,0.074,0.006,1
"2017-03-01T10:30:00Z","2017-03-01T11:00:00Z",-1.147,-1.232,-1.032,0.002,180,0.074,0.004,0
"2017-03-01T11:00:00Z","2017-03-01T11:30:00Z",-1.218,-1.256,-1.165,0.000,180,0.075,0.001,0
"2017-03-01T11:30:00Z","2017-03-01T12:00:00Z",-1.214,-1.251,-1.185,0.000,180,0.075,0.001,0
"2017-03-01T12:00:00Z","2017-03-01T12:30:00Z",-1.205,-1.244,-1.170,0.000,180,0.075,0.001,0
"2017-03-01T12:30:00Z","2017-03-01T13:00:00Z",-1.197,-1.239,-1.165,0.000,180,0.074,0.001,0
"2017-03-01T13:00:00Z","2017-03-01T13:30:00Z",-1.194,-1.232,-1.168,0.000,102,0.074,0.002,1
"2017-03-01T13:30:00Z","2017-03-01T14:00:00Z",-1.107,-1.199,-1.034,0.002,155,0.073,0.003,1
"2017-03-01T14:00:00Z","2017-03-01T14:30:00Z",-1.209,-1.270,-1.145,0.001,180,0.075,0.002,0
"2017-03-01T14:30:00Z","2017-03-01T15:00:00Z",-1.229,-1.268,-1.196,0.000,180,0.075,0.001,0
"2017-03-01T15:00:00Z","2017-03-01T15:30:00Z",-1.217,-1.260,-1.174,0.000,180,0.075,0.001,0
"2017-03-01T15:30:00Z","2017-03-01T16:00:00Z",-1.209,-1.243,-1.165,0.000,180,0.075,0.001,0
"2017-03-01T16:00:00Z","2017-03-01T16:30:00Z",-1.204,-1.236,-1.152,0.000,180,0.075,0.001,0
"2017-03-01T16:30:00Z","2017-03-01T17:00:00Z",-1.121,-1.241,-1.051,0.002,77,0.074,0.005,1
"2017-03-01T17:00:00Z","2017-03-01T17:30:00Z",-1.179,-1.255,-1.073,0.002,180,0.074,0.003,0
"2017-03-01T17:30:00Z","2017-03-01T18:00:00Z",-1.237,-1.279,-1.198,0.000,180,0.075,0.001,0
"2017-03-01T18:00:00Z","2017-03-01T18:30:00Z",-1.232,-1.267,-1.188,0.000,180,0.075,0.001,0
"2017-03-01T18:30:00Z","2017-03-01T19:00:00Z",-1.223,-1.269,-1.191,0.000,180,0.075,0.001,0
"2017-03-01T19:00:00Z","2017-03-01T19:30:00Z",-1.221,-1.262,-1.176,0.000,180,0.075,0.001,0
"2017-03-01T19:30:00Z","2017-03-01T20:00:00Z",-1.215,-1.247,-1.169,0.000,102,0.075,0.002,1
"2017-03-01T20:00:00Z","2017-03-01T20:30:00Z",-1.147,-1.242,-1.067,0.001,155,0.074,0.003,1
"2017-03-01T20:30:00Z","2017-03-01T21:00:00Z",-1.251,-1.308,-1.183,0.001,180,0.075,0.002,0
"2017-03-01T21:00:00Z","2017-03-01T21:30:00Z",-1.252,-1.291,-1.214,0.000,180,0.075,0.001,0
"2017-03-01T21:30:00Z","2017-03-01T22:00:00Z",-1.237,-1.276,-1.185,0.000,180,0.075,0.001,0
"2017-03-01T22:00:00Z","2017-03-01T22:30:00Z",-1.229,-1.288,-1.170,0.000,180,0.075,0.001,0
"2017-03-01T22:30:00Z","2017-03-01T23:00:00Z",-1.224,-1.259,-1.168,0.000,180,0.075,0.002,0
"2017-03-01T23:00:00Z","2017-03-01T23:30:00Z",-1.161,-1.254,-1.096,0.001,77,0.074,0.004,1
"2017-03-01T23:30:00Z","2017-03-02T00:00:00Z",-1.227,-1.305,-1.116,0.002,180,0.075,0.003,0
"2017-03-02T00:00:00Z","2017-03-02T00:30:00Z",-1.274,-1.307,-1.233,0.000,180,0.075,0.001,0
"2017-03-02T00:30:00Z","2017-03-02T01:00:00Z",-1.255,-1.300,-1.199,0.000,180,0.075,0.001,0
"2017-03-02T01:00:00Z","2017-03-02T01:30:00Z",-1.247,-1.282,-1.192,0.000,180,0.075,0.001,0
"2017-03-02T01:30:00Z","2017-03-02T02:00:00Z",-1.233,-1.273,-1.184,0.000,180,0.075,0.001,0
"2017-03-02T02:00:00Z","2017-03-02T02:30:00Z",-1.233,-1.270,-1.201,0.000,102,0.075,0.002,1
"2017-03-02T02:30:00Z","2017-03-02T03:00:00Z",-1.205,-1.291,-1.124,0.001,155,0.075,0.003,1
"2017-03-02T03:00:00Z","2017-03-02T03:30:00Z",-1.285,-1.323,-1.242,0.000,180,0.076,0.001,0
"2017-03-02T03:30:00Z","2017-03-02T04:00:00Z",-1.274,-1.313,-1.237,0.000,180,0.075,0.001,0
"2017-03-02T04:00:00Z","2017-03-02T04:30:00Z",-1.253,-1.298,-1.205,0.000,180,0.075,0.001,0
"2017-03-02T04:30:00Z","2017-03-02T05:00:00Z",-1.243,-1.279,-1.191,0.000,180,0.075,0.002,0
"2017-03-02T05:00:00Z","2017-03-02T05:30:00Z",-1.236,-1.267,-1.188,0.000,180,0.075,0.001,0
"2017-03-02T05:30:00Z","2017-03-02T06:00:00Z",-1.215,-1.283,-1.165,0.001,77,0.075,0.003,1
"2017-03-02T06:00:00Z","2017-03-02T06:30:00Z",-1.272,-1.337,-1.185,0.001,180,0.075,0.002,0
"2017-03-02T06:30:00Z","2017-03-02T07:00:00Z",-1.291,-1.327,-1.253,0.000,180,0.076,0.001,0
"2017-03-02T07:00:00Z","2017-03-02T07:30:00Z",-1.263,-1.300,-1.202,0.000,180,0.075,0.002,0
"2017-03-02T07:30:00Z","2017-03-02T08:00:00Z",-1.241,-1.278,-1.182,0.000,180,0.075,0.002,0
"2017-03-02T08:00:00Z","2017-03-02T08:30:00Z",-1.235,-1.266,-1.170,0.000,180,0.075,0.001,0
