startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2022-08-01T00:00:00Z","2022-08-01T00:30:00Z",21.145,19.596,21.830,0.466,180,0.651,0.051,0
"2022-08-01T00:30:00Z","2022-08-01T01:00:00Z",17.164,14.938,19.576,1.866,180,0.563,0.102,0
"2022-08-01T01:00:00Z","2022-08-01T01:30:00Z",13.276,11.992,14.932,0.756,180,0.429,0.065,0
"2022-08-01T01:30:00Z","2022-08-01T02:00:00Z",11.069,10.035,11.977,0.309,180,0.354,0.041,0
"2022-08-01T02:00:00Z","2022-08-01T02:30:00Z",8.768,7.552,10.027,0.528,180,0.298,0.054,0
"2022-08-01T02:30:00Z","2022-08-01T03:00:00Z",6.490,5.479,7.537,0.357,180,0.230,0.045,0
"2022-08-01T03:00:00Z","2022-08-01T03:30:00Z",4.443,3.412,5.470,0.369,180,0.181,0.045,0
"2022-08-01T03:30:00Z","2022-08-01T04:00:00Z",2.475,1.522,3.409,0.302,180,0.137,0.041,0
"2022-08-01T04:00:00Z","2022-08-01T04:30:00Z",0.455,-0.658,1.493,0.401,180,0.124,0.047,0
"2022-08-01T04:30:00Z","2022-08-01T05:00:00Z",-1.861,-3.089,-0.667,0.510,180,0.142,0.053,0
"2022-08-01T05:00:00Z","2022-08-01T05:30:00Z",-4.266,-5.401,-3.113,0.450,180,0.179,0.050,0
"2022-08-01T05:30:00Z","2022-08-01T06:00:00Z",-6.444,-7.395,-5.421,0.330,180,0.224,0.043,0
"2022-08-01T06:00:00Z","2022-08-01T06:30:00Z",-8.264,-9.087,-7.395,0.246,180,0.269,0.037,0
"2022-08-01T06:30:00Z","2022-08-01T07:00:00Z",-9.781,-10.414,-9.095,0.148,180,0.308,0.029,0
"2022-08-01T07:00:00Z","2022-08-01T07:30:00Z",-10.949,-11.421,-10.420,0.084,180,0.339,0.022,0
"2022-08-01T07:30:00Z","2022-08-01T08:00:00Z",-11.833,-12.222,-11.413,0.056,180,0.364,0.018,0
"2022-08-01T08:00:00Z","2022-08-01T08:30:00Z",-12.481,-12.670,-12.222,0.016,180,0.382,0.009,0
"2022-08-01T08:30:00Z","2022-08-01T09:00:00Z",-12.778,-12.906,-12.662,0.005,180,0.390,0.005,0
"2022-08-01T09:00:00Z","2022-08-01T09:30:00Z",-13.127,-13.314,-12.912,0.015,180,0.401,0.009,0
"2022-08-01T09:30:00Z","2022-08-01T10:00:00Z",-13.109,-13.334,-12.813,0.029,180,0.401,0.013,0
"2022-08-01T10:00:00Z","2022-08-01T10:30:00Z",-12.779,-12.822,-12.749,0.000,180,0.390,0.001,0
"2022-08-01T10:30:00Z","2022-08-01T11:00:00Z",-12.537,-12.781,-12.190,0.031,180,0.384,0.013,0
"2022-08-01T11:00:00Z","2022-08-01T11:30:00Z",-11.998,-12.196,-11.797,0.014,96,0.368,0.012,1
"2022-08-01T11:30:00Z","2022-08-01T12:00:00Z",-10.183,-10.399,-9.825,0.028,161,0.315,0.013,1
"2022-08-01T12:00:00Z","2022-08-01T12:30:00Z",-10.434,-10.462,-10.384,0.000,180,0.321,0.001,0
"2022-08-01T12:30:00Z","2022-08-01T13:00:00Z",-10.263,-10.416,-10.054,0.011,180,0.317,0.008,0
"2022-08-01T13:00:00Z","2022-08-01T13:30:00Z",-9.673,-10.054,-9.148,0.068,180,0.302,0.019,0
"2022-08-01T13:30:00Z","2022-08-01T14:00:00Z",-7.395,-9.145,-3.517,2.475,180,0.331,0.117,0
"2022-08-01T14:00:00Z","2022-08-01T14:30:00Z",5.650,-3.425,13.390,27.587,180,0.806,0.391,0
"2022-08-01T14:30:00Z","2022-08-01T15:00:00Z",17.991,13.425,23.155,8.881,180,0.707,0.222,0
"2022-08-01T15:00:00Z","2022-08-01T15:30:00Z",25.475,23.201,27.547,1.416,180,0.793,0.089,0
"2022-08-01T15:30:00Z","2022-08-01T16:00:00Z",29.329,27.570,30.964,0.999,180,0.900,0.074,0
"2022-08-01T16:00:00Z","2022-08-01T16:30:00Z",31.801,30.978,32.183,0.121,180,0.963,0.026,0
"2022-08-01T16:30:00Z","2022-08-01T17:00:00Z",32.357,32.186,32.573,0.017,180,0.978,0.010,0
"2022-08-01T17:00:00Z","2022-08-01T17:30:00Z",31.696,30.100,32.565,0.534,180,0.965,0.054,0
"2022-08-01T17:30:00Z","2022-08-01T18:00:00Z",27.777,25.746,30.069,1.656,180,0.863,0.096,0
"2022-08-01T18:00:00Z","2022-08-01T18:30:00Z",24.625,23.795,25.732,0.315,180,0.751,0.042,0
"2022-08-01T18:30:00Z","2022-08-01T19:00:00Z",23.632,23.577,23.798,0.003,180,0.717,0.004,0
"2022-08-01T19:00:00Z","2022-08-01T19:30:00Z",23.680,23.465,24.266,0.029,180,0.719,0.013,0
"2022-08-01T19:30:00Z","2022-08-01T20:00:00Z",26.359,24.274,28.150,1.237,180,0.816,0.083,0
"2022-08-01T20:00:00Z","2022-08-01T20:30:00Z",27.340,25.459,28.359,0.905,180,0.840,0.071,0
"2022-08-01T20:30:00Z","2022-08-01T21:00:00Z",25.360,24.770,26.945,0.390,180,0.774,0.047,0
"2022-08-01T21:00:00Z","2022-08-01T21:30:00Z",27.816,26.965,28.144,0.078,180,0.843,0.021,0
"2022-08-01T21:30:00Z","2022-08-01T22:00:00Z",26.331,23.539,27.699,1.588,180,0.820,0.094,0
"2022-08-01T22:00:00Z","2022-08-01T22:30:00Z",18.693,15.171,23.490,6.701,180,0.689,0.193,0
"2022-08-01T22:30:00Z","2022-08-01T23:00:00Z",15.561,14.793,16.944,0.514,180,0.488,0.053,0
"2022-08-01T23:00:00Z","2022-08-01T23:30:00Z",17.697,16.956,18.204,0.157,180,0.543,0.030,0
"2022-08-01T23:30:00Z","2022-08-02T00:00:00Z",17.760,17.303,18.209,0.094,180,0.544,0.023,0
"2022-08-02T00:00:00Z","2022-08-02T00:30:00Z",17.283,17.234,17.312,0.000,96,0.527,0.002,1
"2022-08-02T00:30:00Z","2022-08-02T01:00:00Z",17.158,15.801,18.805,0.722,161,0.542,0.067,1
"2022-08-02T01:00:00Z","2022-08-02T01:30:00Z",14.237,12.675,15.777,0.839,180,0.459,0.068,0
"2022-08-02T01:30:00Z","2022-08-02T02:00:00Z",11.392,10.204,12.667,0.503,180,0.370,0.053,0
"2022-08-02T02:00:00Z","2022-08-02T02:30:00Z",8.940,7.596,10.186,0.573,180,0.305,0.056,0
"2022-08-02T02:30:00Z","2022-08-02T03:00:00Z",6.307,5.225,7.584,0.486,180,0.233,0.052,0
"2022-08-02T03:00:00Z","2022-08-02T03:30:00Z",4.320,3.289,5.210,0.298,180,0.175,0.041,0
"2022-08-02T03:30:00Z","2022-08-02T04:00:00Z",1.918,0.464,3.286,0.681,180,0.159,0.062,0
"2022-08-02T04:00:00Z","2022-08-02T04:30:00Z",-0.925,-2.198,0.455,0.589,180,0.141,0.057,0
"2022-08-02T04:30:00Z","2022-08-02T05:00:00Z",-3.342,-4.363,-2.213,0.397,180,0.158,0.047,0
"2022-08-02T05:00:00Z","2022-08-02T05:30:00Z",-5.209,-5.859,-4.375,0.195,180,0.186,0.033,0
"2022-08-02T05:30:00Z","2022-08-02T06:00:00Z",-6.132,-6.415,-5.835,0.023,180,0.200,0.011,0
"2022-08-02T06:00:00Z","2022-08-02T06:30:00Z",-6.972,-7.659,-6.415,0.139,180,0.229,0.028,0
