startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2017-12-01T00:00:00Z","2017-12-01T00:30:00Z",-5.956,-6.291,-5.381,0.122,77,0.213,0.040,1
"2017-12-01T00:30:00Z","2017-12-01T01:00:00Z",-5.982,-6.112,-5.737,0.010,180,0.199,0.007,0
"2017-12-01T01:00:00Z","2017-12-01T01:30:00Z",-6.128,-6.151,-6.088,0.000,180,0.202,0.001,0
"2017-12-01T01:30:00Z","2017-12-01T02:00:00Z",-6.112,-6.138,-6.082,0.000,180,0.202,0.001,0
"2017-12-01T02:00:00Z","2017-12-01T02:30:00Z",-6.066,-6.105,-6.033,0.000,180,0.201,0.001,0
"2017-12-01T02:30:00Z","2017-12-01T03:00:00Z",-6.027,-6.056,-6.000,0.000,180,0.200,0.001,0
"2017-12-01T03:00:00Z","2017-12-01T03:30:00Z",-5.990,-6.016,-5.960,0.000,132,0.199,0.001,1
"2017-12-01T03:30:00Z","2017-12-01T04:00:00Z",-5.548,-5.766,-5.128,0.029,125,0.189,0.015,1
"2017-12-01T04:00:00Z","2017-12-01T04:30:00Z",-5.856,-5.924,-5.763,0.002,180,0.195,0.003,0
"2017-12-01T04:30:00Z","2017-12-01T05:00:00Z",-5.925,-5.947,-5.891,0.000,180,0.197,0.001,0
"2017-12-01T05:00:00Z","2017-12-01T05:30:00Z",-5.933,-5.953,-5.911,0.000,180,0.197,0.001,0
"2017-12-01T05:30:00Z","2017-12-01T06:00:00Z",-5.940,-5.960,-5.917,0.000,180,0.197,0.001,0
"2017-12-01T06:00:00Z","2017-12-01T06:30:00Z",-5.948,-5.970,-5.924,0.000,180,0.198,0.001,0
"2017-12-01T06:30:00Z","2017-12-01T07:00:00Z",-5.662,-5.970,-5.113,0.111,77,0.204,0.038,1
"2017-12-01T07:00:00Z","2017-12-01T07:30:00Z",-5.749,-5.907,-5.459,0.015,180,0.193,0.009,0
"2017-12-01T07:30:00Z","2017-12-01T08:00:00Z",-5.954,-5.995,-5.893,0.001,180,0.198,0.002,0
"2017-12-01T08:00:00Z","2017-12-01T08:30:00Z",-5.999,-6.032,-5.969,0.000,180,0.199,0.001,0
"2017-12-01T08:30:00Z","2017-12-01T09:00:00Z",-6.014,-6.045,-5.992,0.000,180,0.199,0.001,0
"2017-12-01T09:00:00Z","2017-12-01T09:30:00Z",-6.012,-6.035,-5.992,0.000,180,0.199,0.001,0
"2017-12-01T09:30:00Z","2017-12-01T10:00:00Z",-6.002,-6.025,-5.976,0.000,132,0.199,0.001,1
"2017-12-01T10:00:00Z","2017-12-01T10:30:00Z",-5.569,-5.784,-5.119,0.032,125,0.190,0.016,1
"2017-12-01T10:30:00Z","2017-12-01T11:00:00Z",-5.897,-5.969,-5.768,0.002,180,0.196,0.004,0
"2017-12-01T11:00:00Z","2017-12-01T11:30:00Z",-5.967,-5.992,-5.939,0.000,180,0.198,0.001,0
"2017-12-01T11:30:00Z","2017-12-01T12:00:00Z",-5.964,-5.985,-5.936,0.000,180,0.198,0.001,0
"2017-12-01T12:00:00Z","2017-12-01T12:30:00Z",-5.949,-5.969,-5.922,0.000,180,0.198,0.001,0
"2017-12-01T12:30:00Z","2017-12-01T13:00:00Z",-5.928,-5.949,-5.906,0.000,180,0.197,0.001,0
"2017-12-01T13:00:00Z","2017-12-01T13:30:00Z",-5.607,-5.932,-5.036,0.121,77,0.204,0.040,1
"2017-12-01T13:30:00Z","2017-12-01T14:00:00Z",-5.674,-5.829,-5.382,0.014,180,0.191,0.009,0
"2017-12-01T14:00:00Z","2017-12-01T14:30:00Z",-5.860,-5.899,-5.803,0.000,180,0.195,0.002,0
"2017-12-01T14:30:00Z","2017-12-01T15:00:00Z",-5.893,-5.912,-5.872,0.000,180,0.196,0.001,0
"2017-12-01T15:00:00Z","2017-12-01T15:30:00Z",-5.885,-5.908,-5.862,0.000,180,0.196,0.001,0
