startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,SHFInSituCorFactor,finalQF
"2017-04-01T00:00:00Z","2017-04-01T00:01:00Z",-1.905,-1.925,-1.884,0.000,6,0.090,0.008,0.000057994,0
"2017-04-01T00:01:00Z","2017-04-01T00:02:00Z",-1.902,-1.925,-1.871,0.000,6,0.090,0.008,0.000057994,0
"2017-04-01T00:02:00Z","2017-04-01T00:03:00Z",-1.904,-1.928,-1.884,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:03:00Z","2017-04-01T00:04:00Z",-1.894,-1.917,-1.866,0.000,6,0.090,0.009,0.000057994,0
"2017-04-01T00:04:00Z","2017-04-01T00:05:00Z",-1.894,-1.923,-1.876,0.000,6,0.089,0.007,0.000057994,0
"2017-04-01T00:05:00Z","2017-04-01T00:06:00Z",-1.904,-1.925,-1.884,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:06:00Z","2017-04-01T00:07:00Z",-1.909,-1.935,-1.889,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:07:00Z","2017-04-01T00:08:00Z",-1.902,-1.925,-1.879,0.000,6,0.090,0.008,0.000057994,0
"2017-04-01T00:08:00Z","2017-04-01T00:09:00Z",-1.906,-1.925,-1.894,0.000,6,0.089,0.004,0.000057994,0
"2017-04-01T00:09:00Z","2017-04-01T00:10:00Z",-1.917,-1.935,-1.897,0.000,6,0.089,0.006,0.000057994,0
"2017-04-01T00:10:00Z","2017-04-01T00:11:00Z",-1.913,-1.933,-1.894,0.000,6,0.090,0.006,0.000057994,0
"2017-04-01T00:11:00Z","2017-04-01T00:12:00Z",-1.907,-1.928,-1.889,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:12:00Z","2017-04-01T00:13:00Z",-1.901,-1.915,-1.881,0.000,6,0.089,0.005,0.000057994,0
"2017-04-01T00:13:00Z","2017-04-01T00:14:00Z",-1.896,-1.899,-1.892,0.000,6,0.088,0.001,0.000057994,0
"2017-04-01T00:14:00Z","2017-04-01T00:15:00Z",-1.911,-1.938,-1.884,0.001,6,0.091,0.009,0.000057994,0
"2017-04-01T00:15:00Z","2017-04-01T00:16:00Z",-1.908,-1.941,-1.892,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:16:00Z","2017-04-01T00:17:00Z",-1.894,-1.905,-1.879,0.000,6,0.089,0.004,0.000057994,0
"2017-04-01T00:17:00Z","2017-04-01T00:18:00Z",-1.914,-1.925,-1.897,0.000,6,0.089,0.004,0.000057994,0
"2017-04-01T00:18:00Z","2017-04-01T00:19:00Z",-1.912,-1.925,-1.866,0.001,6,0.091,0.009,0.000057994,0
"2017-04-01T00:19:00Z","2017-04-01T00:20:00Z",-1.903,-1.917,-1.884,0.000,6,0.089,0.006,0.000057994,0
"2017-04-01T00:20:00Z","2017-04-01T00:21:00Z",-1.920,-1.938,-1.910,0.000,6,0.089,0.005,0.000057994,0
"2017-04-01T00:21:00Z","2017-04-01T00:22:00Z",-1.912,-1.928,-1.889,0.000,6,0.090,0.007,0.000057994,0
"2017-04-01T00:22:00Z","2017-04-01T00:23:00Z",-1.912,-1.933,-1.887,0.000,6,0.090,0.008,0.000057994,0
"2017-04-01T00:23:00Z","2017-04-01T00:24:00Z",,,,,,,,,1
"2017-04-01T00:24:00Z","2017-04-01T00:25:00Z",,,,,,,,,1
"2017-04-01T00:25:00Z","2017-04-01T00:26:00Z",,,,,,,,,1
"2017-04-01T00:26:00Z","2017-04-01T00:27:00Z",,,,,,,,,1
"2017-04-01T00:27:00Z","2017-04-01T00:28:00Z",,,,,,,,,1
"2017-04-01T00:28:00Z","2017-04-01T00:29:00Z",,,,,,,,,1
"2017-04-01T00:29:00Z","2017-04-01T00:30:00Z",,,,,,,,,1
"2017-04-01T00:30:00Z","2017-04-01T00:31:00Z",,,,,,,,,1
"2017-04-01T00:31:00Z","2017-04-01T00:32:00Z",,,,,,,,,1
"2017-04-01T00:32:00Z","2017-04-01T00:33:00Z",,,,,,,,,1
"2017-04-01T00:33:00Z","2017-04-01T00:34:00Z",,,,,,,,,1
"2017-04-01T00:34:00Z","2017-04-01T00:35:00Z",,,,,,,,,1
"2017-04-01T00:35:00Z","2017-04-01T00:36:00Z",,,,,,,,,1
"2017-04-01T00:36:00Z","2017-04-01T00:37:00Z",,,,,,,,,1
"2017-04-01T00:37:00Z","2017-04-01T00:38:00Z",,,,,,,,,1
"2017-04-01T00:38:00Z","2017-04-01T00:39:00Z",,,,,,,,,1
"2017-04-01T00:39:00Z","2017-04-01T00:40:00Z",,,,,,,,,1
"2017-04-01T00:40:00Z","2017-04-01T00:41:00Z",-1.468,-1.498,-1.452,0.000,5,0.083,0.009,0.000058012,1
"2017-04-01T00:41:00Z","2017-04-01T00:42:00Z",-1.473,-1.503,-1.442,0.001,6,0.083,0.010,0.000058012,0
"2017-04-01T00:42:00Z","2017-04-01T00:43:00Z",-1.495,-1.521,-1.478,0.000,6,0.083,0.007,0.000058012,0
"2017-04-01T00:43:00Z","2017-04-01T00:44:00Z",-1.497,-1.519,-1.480,0.000,6,0.082,0.005,0.000058012,0
"2017-04-01T00:44:00Z","2017-04-01T00:45:00Z",-1.519,-1.539,-1.501,0.000,6,0.083,0.007,0.000058012,0
"2017-04-01T00:45:00Z","2017-04-01T00:46:00Z",-1.522,-1.560,-1.503,0.000,6,0.083,0.008,0.000058012,0
"2017-04-01T00:46:00Z","2017-04-01T00:47:00Z",-1.547,-1.570,-1.521,0.000,6,0.083,0.007,0.000058012,0
"2017-04-01T00:47:00Z","2017-04-01T00:48:00Z",-1.561,-1.586,-1.537,0.000,6,0.084,0.008,0.000058012,0
"2017-04-01T00:48:00Z","2017-04-01T00:49:00Z",-1.555,-1.565,-1.550,0.000,6,0.083,0.003,0.000058012,0
"2017-04-01T00:49:00Z","2017-04-01T00:50:00Z",-1.577,-1.614,-1.555,0.000,6,0.084,0.009,0.000058012,0
"2017-04-01T00:50:00Z","2017-04-01T00:51:00Z",-1.619,-1.642,-1.583,0.000,6,0.085,0.009,0.000058012,0
"2017-04-01T00:51:00Z","2017-04-01T00:52:00Z",-1.612,-1.647,-1.588,0.001,6,0.086,0.011,0.000058012,0
"2017-04-01T00:52:00Z","2017-04-01T00:53:00Z",-1.625,-1.645,-1.606,0.000,6,0.085,0.007,0.000058012,0
"2017-04-01T00:53:00Z","2017-04-01T00:54:00Z",-1.633,-1.657,-1.614,0.000,6,0.085,0.007,0.000058012,0
"2017-04-01T00:54:00Z","2017-04-01T00:55:00Z",-1.637,-1.668,-1.606,0.001,6,0.086,0.010,0.000058012,0
"2017-04-01T00:55:00Z","2017-04-01T00:56:00Z",-1.656,-1.678,-1.639,0.000,6,0.085,0.006,0.000058012,0
"2017-04-01T00:56:00Z","2017-04-01T00:57:00Z",-1.679,-1.699,-1.660,0.000,6,0.085,0.006,0.000058012,0
"2017-04-01T00:57:00Z","2017-04-01T00:58:00Z",-1.686,-1.696,-1.650,0.000,6,0.086,0.007,0.000058012,0
"2017-04-01T00:58:00Z","2017-04-01T00:59:00Z",-1.681,-1.714,-1.652,0.001,6,0.087,0.010,0.000058012,0
"2017-04-01T00:59:00Z","2017-04-01T01:00:00Z",-1.699,-1.722,-1.683,0.000,6,0.085,0.006,0.000058012,0
"2017-04-01T01:00:00Z","2017-04-01T01:01:00Z",-1.696,-1.714,-1.673,0.000,6,0.086,0.006,0.000058012,0
"2017-04-01T01:01:00Z","2017-04-01T01:02:00Z",-1.702,-1.732,-1.665,0.001,6,0.087,0.011,0.000058012,0
"2017-04-01T01:02:00Z","2017-04-01T01:03:00Z",-1.719,-1.737,-1.693,0.000,6,0.087,0.008,0.000058012,0
"2017-04-01T01:03:00Z","2017-04-01T01:04:00Z",-1.720,-1.745,-1.683,0.001,6,0.087,0.010,0.000058012,0
