startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2022-03-01T00:00:00Z","2022-03-01T00:30:00Z",56.767,56.722,56.802,0.000,180,1.703,0.001,1
"2022-03-01T00:30:00Z","2022-03-01T01:00:00Z",56.785,56.736,56.823,0.000,180,1.704,0.001,1
"2022-03-01T01:00:00Z","2022-03-01T01:30:00Z",56.805,56.767,56.849,0.000,180,1.704,0.001,1
"2022-03-01T01:30:00Z","2022-03-01T02:00:00Z",56.825,56.795,56.868,0.000,180,1.705,0.001,1
"2022-03-01T02:00:00Z","2022-03-01T02:30:00Z",56.846,56.814,56.889,0.000,180,1.705,0.001,1
"2022-03-01T02:30:00Z","2022-03-01T03:00:00Z",56.853,56.823,56.892,0.000,180,1.706,0.001,1
"2022-03-01T03:00:00Z","2022-03-01T03:30:00Z",56.876,56.828,56.915,0.000,180,1.706,0.001,1
"2022-03-01T03:30:00Z","2022-03-01T04:00:00Z",56.901,56.873,56.939,0.000,180,1.707,0.001,1
"2022-03-01T04:00:00Z","2022-03-01T04:30:00Z",56.942,56.908,56.965,0.000,180,1.708,0.001,1
"2022-03-01T04:30:00Z","2022-03-01T05:00:00Z",56.980,56.956,57.003,0.000,180,1.709,0.001,1
"2022-03-01T05:00:00Z","2022-03-01T05:30:00Z",56.993,56.972,57.010,0.000,180,1.710,0.001,1
"2022-03-01T05:30:00Z","2022-03-01T06:00:00Z",57.005,56.972,57.043,0.000,180,1.710,0.001,1
"2022-03-01T06:00:00Z","2022-03-01T06:30:00Z",57.036,57.019,57.053,0.000,180,1.711,0.001,1
"2022-03-01T06:30:00Z","2022-03-01T07:00:00Z",57.013,56.989,57.053,0.000,77,1.710,0.002,1
"2022-03-01T07:00:00Z","2022-03-01T07:30:00Z",57.014,56.961,57.053,0.000,180,1.710,0.001,1
"2022-03-01T07:30:00Z","2022-03-01T08:00:00Z",57.035,56.996,57.072,0.000,180,1.711,0.001,1
"2022-03-01T08:00:00Z","2022-03-01T08:30:00Z",57.048,56.996,57.095,0.000,180,1.711,0.001,1
"2022-03-01T08:30:00Z","2022-03-01T09:00:00Z",57.065,57.027,57.102,0.000,180,1.712,0.001,1
"2022-03-01T09:00:00Z","2022-03-01T09:30:00Z",57.079,57.036,57.117,0.000,180,1.712,0.001,1
"2022-03-01T09:30:00Z","2022-03-01T10:00:00Z",57.093,57.050,57.147,0.000,180,1.713,0.002,1
"2022-03-01T10:00:00Z","2022-03-01T10:30:00Z",57.147,57.084,57.202,0.001,180,1.714,0.002,1
"2022-03-01T10:30:00Z","2022-03-01T11:00:00Z",57.195,57.145,57.239,0.000,180,1.716,0.001,1
"2022-03-01T11:00:00Z","2022-03-01T11:30:00Z",57.205,57.178,57.235,0.000,180,1.716,0.001,1
"2022-03-01T11:30:00Z","2022-03-01T12:00:00Z",57.202,57.166,57.235,0.000,180,1.716,0.001,1
"2022-03-01T12:00:00Z","2022-03-01T12:30:00Z",57.214,57.187,57.254,0.000,180,1.716,0.001,1
"2022-03-01T12:30:00Z","2022-03-01T13:00:00Z",57.215,57.178,57.256,0.000,180,1.716,0.001,1
"2022-03-01T13:00:00Z","2022-03-01T13:30:00Z",57.228,57.192,57.258,0.000,180,1.717,0.001,1
"2022-03-01T13:30:00Z","2022-03-01T14:00:00Z",57.243,57.190,57.280,0.000,180,1.717,0.001,1
"2022-03-01T14:00:00Z","2022-03-01T14:30:00Z",57.269,57.221,57.315,0.000,180,1.718,0.001,1
"2022-03-01T14:30:00Z","2022-03-01T15:00:00Z",57.285,57.249,57.322,0.000,180,1.719,0.001,1
"2022-03-01T15:00:00Z","2022-03-01T15:30:00Z",57.241,57.192,57.289,0.000,180,1.717,0.002,1
"2022-03-01T15:30:00Z","2022-03-01T16:00:00Z",57.233,57.202,57.271,0.000,180,1.717,0.001,1
"2022-03-01T16:00:00Z","2022-03-01T16:30:00Z",57.219,57.197,57.249,0.000,180,1.717,0.001,1
"2022-03-01T16:30:00Z","2022-03-01T17:00:00Z",57.213,57.181,57.247,0.000,180,1.716,0.001,1
"2022-03-01T17:00:00Z","2022-03-01T17:30:00Z",57.162,57.113,57.235,0.001,180,1.715,0.002,1
"2022-03-01T17:30:00Z","2022-03-01T18:00:00Z",57.168,57.108,57.224,0.001,180,1.715,0.002,1
"2022-03-01T18:00:00Z","2022-03-01T18:30:00Z",57.220,57.177,57.255,0.000,180,1.717,0.001,1
"2022-03-01T18:30:00Z","2022-03-01T19:00:00Z",57.240,57.214,57.276,0.000,180,1.717,0.001,1
"2022-03-01T19:00:00Z","2022-03-01T19:30:00Z",57.259,57.219,57.285,0.000,180,1.718,0.001,1
"2022-03-01T19:30:00Z","2022-03-01T20:00:00Z",57.269,57.224,57.297,0.000,77,1.718,0.002,1
"2022-03-01T20:00:00Z","2022-03-01T20:30:00Z",57.260,57.207,57.309,0.000,180,1.718,0.002,1
"2022-03-01T20:30:00Z","2022-03-01T21:00:00Z",57.313,57.273,57.351,0.000,180,1.719,0.001,1
"2022-03-01T21:00:00Z","2022-03-01T21:30:00Z",57.308,57.259,57.365,0.001,180,1.719,0.002,1
"2022-03-01T21:30:00Z","2022-03-01T22:00:00Z",57.355,57.262,57.484,0.003,180,1.721,0.004,1
"2022-03-01T22:00:00Z","2022-03-01T22:30:00Z",57.631,57.441,57.893,0.027,77,1.729,0.019,1
"2022-03-01T22:30:00Z","2022-03-01T23:00:00Z",58.075,57.871,58.280,0.012,180,1.742,0.008,1
"2022-03-01T23:00:00Z","2022-03-01T23:30:00Z",58.411,58.259,58.554,0.007,180,1.752,0.006,1
"2022-03-01T23:30:00Z","2022-03-02T00:00:00Z",58.644,58.531,58.762,0.004,180,1.759,0.004,1
"2022-03-02T00:00:00Z","2022-03-02T00:30:00Z",58.829,58.739,58.933,0.002,180,1.765,0.004,1
"2022-03-02T00:30:00Z","2022-03-02T01:00:00Z",58.986,58.892,59.074,0.002,180,1.770,0.004,1
"2022-03-02T01:00:00Z","2022-03-02T01:30:00Z",59.122,59.032,59.195,0.002,180,1.774,0.003,1
"2022-03-02T01:30:00Z","2022-03-02T02:00:00Z",59.236,59.171,59.301,0.001,180,1.777,0.002,1
"2022-03-02T02:00:00Z","2022-03-02T02:30:00Z",59.307,59.252,59.372,0.001,180,1.779,0.002,1
"2022-03-02T02:30:00Z","2022-03-02T03:00:00Z",59.367,59.313,59.405,0.000,180,1.781,0.001,1
"2022-03-02T03:00:00Z","2022-03-02T03:30:00Z",59.380,59.339,59.417,0.000,180,1.781,0.001,1
"2022-03-02T03:30:00Z","2022-03-02T04:00:00Z",59.410,59.356,59.450,0.000,180,1.782,0.001,1
"2022-03-02T04:00:00Z","2022-03-02T04:30:00Z",59.411,59.372,59.453,0.000,180,1.782,0.001,1
"2022-03-02T04:30:00Z","2022-03-02T05:00:00Z",59.430,59.389,59.474,0.000,180,1.783,0.001,1
"2022-03-02T05:00:00Z","2022-03-02T05:30:00Z",59.415,59.365,59.457,0.000,180,1.782,0.001,1
"2022-03-02T05:30:00Z","2022-03-02T06:00:00Z",59.406,59.360,59.445,0.000,180,1.782,0.001,1
"2022-03-02T06:00:00Z","2022-03-02T06:30:00Z",59.392,59.365,59.434,0.000,180,1.782,0.001,1
"2022-03-02T06:30:00Z","2022-03-02T07:00:00Z",59.404,59.358,59.441,0.000,180,1.782,0.001,1
"2022-03-02T07:00:00Z","2022-03-02T07:30:00Z",59.411,59.372,59.448,0.000,180,1.782,0.001,1
"2022-03-02T07:30:00Z","2022-03-02T08:00:00Z",59.414,59.384,59.450,0.000,180,1.782,0.001,1
"2022-03-02T08:00:00Z","2022-03-02T08:30:00Z",59.407,59.389,59.433,0.000,180,1.782,0.001,1
"2022-03-02T08:30:00Z","2022-03-02T09:00:00Z",59.399,59.377,59.419,0.000,180,1.782,0.001,1
"2022-03-02T09:00:00Z","2022-03-02T09:30:00Z",59.373,59.348,59.407,0.000,180,1.781,0.001,1
"2022-03-02T09:30:00Z","2022-03-02T10:00:00Z",59.369,59.348,59.403,0.000,180,1.781,0.001,1
