startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2022-12-01T00:00:00Z","2022-12-01T00:30:00Z",2.7611,2.1973,3.1237,0.0245,1800.0000,0.1382,0.0037,1
"2022-12-01T00:30:00Z","2022-12-01T01:00:00Z",2.7463,1.8807,3.3002,0.1113,1800.0000,0.1390,0.0079,1
"2022-12-01T01:00:00Z","2022-12-01T01:30:00Z",2.7390,1.9478,3.4428,0.1317,1800.0000,0.1392,0.0086,1
"2022-12-01T01:30:00Z","2022-12-01T02:00:00Z",2.6289,2.1988,3.1513,0.0474,1800.0000,0.1384,0.0051,1
"2022-12-01T02:00:00Z","2022-12-01T02:30:00Z",2.6301,1.7124,3.2847,0.1084,1800.0000,0.1390,0.0078,1
"2022-12-01T02:30:00Z","2022-12-01T03:00:00Z",2.3788,1.8909,2.8897,0.0426,1800.0000,0.1383,0.0049,1
"2022-12-01T03:00:00Z","2022-12-01T03:30:00Z",2.0609,1.3206,2.5497,0.0667,1800.0000,0.1383,0.0061,1
"2022-12-01T03:30:00Z","2022-12-01T04:00:00Z",1.6823,1.2252,2.2337,0.0484,1800.0000,0.1380,0.0052,1
"2022-12-01T04:00:00Z","2022-12-01T04:30:00Z",1.7477,1.0688,1.9872,0.0283,1800.0000,0.1378,0.0040,1
"2022-12-01T04:30:00Z","2022-12-01T05:00:00Z",1.6447,1.2525,1.9560,0.0149,1800.0000,0.1377,0.0029,1
"2022-12-01T05:00:00Z","2022-12-01T05:30:00Z",0.6974,-0.5600,1.7453,0.2820,1800.0000,0.1397,0.0125,1
"2022-12-01T05:30:00Z","2022-12-01T06:00:00Z",0.3019,-1.1673,1.3410,0.5548,1800.0000,0.1417,0.0176,1
"2022-12-01T06:00:00Z","2022-12-01T06:30:00Z",0.3599,-0.8410,2.0390,0.6688,1800.0000,0.1429,0.0193,1
"2022-12-01T06:30:00Z","2022-12-01T07:00:00Z",0.7993,-1.3193,2.2369,1.1317,1800.0000,0.1465,0.0251,1
"2022-12-01T07:00:00Z","2022-12-01T07:30:00Z",1.4190,0.7096,2.1864,0.1391,1800.0000,0.1387,0.0088,1
