startDateTime,endDateTime,tempSingleMean,tempSingleMinimum,tempSingleMaximum,tempSingleVariance,tempSingleNumPts,tempSingleExpUncert,tempSingleStdErMean,finalQF
"2020-02-01T00:00:00Z","2020-02-01T00:30:00Z",-1.0040,-1.6577,-0.5129,0.0615,1800.0000,0.1343,0.0058,0
"2020-02-01T00:30:00Z","2020-02-01T01:00:00Z",-0.1849,-0.9392,0.4153,0.1358,1800.0000,0.1354,0.0087,0
"2020-02-01T01:00:00Z","2020-02-01T01:30:00Z",0.0386,-0.7888,0.7472,0.1920,1800.0000,0.1360,0.0103,0
"2020-02-01T01:30:00Z","2020-02-01T02:00:00Z",0.0741,-0.5633,0.7788,0.0912,1800.0000,0.1351,0.0071,0
"2020-02-01T02:00:00Z","2020-02-01T02:30:00Z",0.7875,-0.0275,1.6246,0.1346,1800.0000,0.1359,0.0086,0
"2020-02-01T02:30:00Z","2020-02-01T03:00:00Z",1.4323,0.3868,2.3255,0.1925,1800.0000,0.1366,0.0103,0
"2020-02-01T03:00:00Z","2020-02-01T03:30:00Z",1.2980,0.6675,1.8303,0.0805,1800.0000,0.1355,0.0067,0
"2020-02-01T03:30:00Z","2020-02-01T04:00:00Z",1.1016,0.3803,1.6044,0.0840,1800.0000,0.1354,0.0068,0
"2020-02-01T04:00:00Z","2020-02-01T04:30:00Z",1.4510,0.9121,1.9779,0.0649,1800.0000,0.1354,0.0060,0
"2020-02-01T04:30:00Z","2020-02-01T05:00:00Z",1.3959,0.5560,1.8723,0.0801,1800.0000,0.1355,0.0067,0
"2020-02-01T05:00:00Z","2020-02-01T05:30:00Z",1.6996,0.8769,2.7718,0.2328,1800.0000,0.1371,0.0114,0
"2020-02-01T05:30:00Z","2020-02-01T06:00:00Z",1.4696,0.6469,2.5140,0.1511,1800.0000,0.1364,0.0092,0
"2020-02-01T06:00:00Z","2020-02-01T06:30:00Z",1.8966,0.7893,2.5446,0.1372,1800.0000,0.1363,0.0087,0
"2020-02-01T06:30:00Z","2020-02-01T07:00:00Z",1.8581,1.0820,2.4418,0.0645,1800.0000,0.1356,0.0060,0
"2020-02-01T07:00:00Z","2020-02-01T07:30:00Z",2.3247,1.3032,2.9081,0.1777,1800.0000,0.1368,0.0099,0
"2020-02-01T07:30:00Z","2020-02-01T08:00:00Z",1.4378,0.4008,2.2790,0.1805,1800.0000,0.1365,0.0100,0
"2020-02-01T08:00:00Z","2020-02-01T08:30:00Z",1.8479,1.2611,2.5336,0.0759,1800.0000,0.1358,0.0065,0
"2020-02-01T08:30:00Z","2020-02-01T09:00:00Z",2.0964,1.4675,2.7958,0.1220,1800.0000,0.1363,0.0082,0
"2020-02-01T09:00:00Z","2020-02-01T09:30:00Z",3.2071,2.2743,4.2991,0.2721,1800.0000,0.1381,0.0123,0
"2020-02-01T09:30:00Z","2020-02-01T10:00:00Z",3.0534,1.8570,4.2513,0.3007,1800.0000,0.1383,0.0129,0
"2020-02-01T10:00:00Z","2020-02-01T10:30:00Z",2.6518,1.6307,3.4075,0.1211,1800.0000,0.1365,0.0082,0
"2020-02-01T10:30:00Z","2020-02-01T11:00:00Z",3.1445,2.0030,3.9881,0.1689,1800.0000,0.1371,0.0097,0
"2020-02-01T11:00:00Z","2020-02-01T11:30:00Z",3.3453,1.9418,4.0125,0.2833,1800.0000,0.1381,0.0125,0
"2020-02-01T11:30:00Z","2020-02-01T12:00:00Z",2.8191,1.8276,3.6066,0.1494,1800.0000,0.1368,0.0091,0
"2020-02-01T12:00:00Z","2020-02-01T12:30:00Z",2.5530,1.4767,3.5295,0.1669,1800.0000,0.1369,0.0096,0
"2020-02-01T12:30:00Z","2020-02-01T13:00:00Z",2.8863,2.0225,3.6737,0.1684,1800.0000,0.1370,0.0097,0
"2020-02-01T13:00:00Z","2020-02-01T13:30:00Z",2.2777,1.5883,2.8691,0.0647,1800.0000,0.1358,0.0060,0
"2020-02-01T13:30:00Z","2020-02-01T14:00:00Z",1.9437,1.2821,2.4972,0.0593,1800.0000,0.1356,0.0057,0
"2020-02-01T14:00:00Z","2020-02-01T14:30:00Z",2.2677,1.4133,2.9127,0.1437,1800.0000,0.1365,0.0089,0
"2020-02-01T14:30:00Z","2020-02-01T15:00:00Z",2.5550,1.8086,3.4475,0.1390,1800.0000,0.1367,0.0088,0
"2020-02-01T15:00:00Z","2020-02-01T15:30:00Z",3.1005,2.4992,4.0025,0.0737,1800.0000,0.1364,0.0064,0
"2020-02-01T15:30:00Z","2020-02-01T16:00:00Z",3.5811,3.0422,4.0442,0.0394,1800.0000,0.1361,0.0047,0
"2020-02-01T16:00:00Z","2020-02-01T16:30:00Z",3.9653,3.3816,4.3582,0.0352,1800.0000,0.1362,0.0044,0
"2020-02-01T16:30:00Z","2020-02-01T17:00:00Z",4.5031,3.7911,5.6589,0.1900,1800.0000,0.1380,0.0103,0
"2020-02-01T17:00:00Z","2020-02-01T17:30:00Z",5.5866,4.9989,6.4314,0.0895,1800.0000,0.1376,0.0071,0
"2020-02-01T17:30:00Z","2020-02-01T18:00:00Z",5.4158,4.6808,5.9631,0.1069,1800.0000,0.1375,0.0077,0
"2020-02-01T18:00:00Z","2020-02-01T18:30:00Z",6.3084,5.0644,7.4977,0.2877,1800.0000,0.1396,0.0126,0
"2020-02-01T18:30:00Z","2020-02-01T19:00:00Z",5.4023,4.5182,6.7472,0.3090,1800.0000,0.1394,0.0131,0
"2020-02-01T19:00:00Z","2020-02-01T19:30:00Z",4.6033,4.2004,4.9439,0.0232,1800.0000,0.1364,0.0036,0
"2020-02-01T19:30:00Z","2020-02-01T20:00:00Z",4.8719,4.4265,5.2567,0.0240,1800.0000,0.1365,0.0036,0
"2020-02-01T20:00:00Z","2020-02-01T20:30:00Z",5.6640,5.1378,6.6280,0.0962,1800.0000,0.1377,0.0073,0
"2020-02-01T20:30:00Z","2020-02-01T21:00:00Z",6.3216,5.5216,7.1230,0.1899,1800.0000,0.1387,0.0103,0
"2020-02-01T21:00:00Z","2020-02-01T21:30:00Z",7.0230,6.3414,8.0094,0.1302,1800.0000,0.1386,0.0085,0
"2020-02-01T21:30:00Z","2020-02-01T22:00:00Z",7.4836,6.7672,8.6338,0.1158,1800.0000,0.1387,0.0080,0
"2020-02-01T22:00:00Z","2020-02-01T22:30:00Z",5.9286,4.9583,7.6427,0.6292,1800.0000,0.1424,0.0187,0
"2020-02-01T22:30:00Z","2020-02-01T23:00:00Z",5.3709,4.7191,6.2805,0.1128,1800.0000,0.1377,0.0079,0
"2020-02-01T23:00:00Z","2020-02-01T23:30:00Z",6.1677,5.1223,7.0696,0.1751,1800.0000,0.1385,0.0099,0
"2020-02-01T23:30:00Z","2020-02-02T00:00:00Z",5.9982,5.2920,6.6640,0.0877,1800.0000,0.1376,0.0070,0
"2020-02-02T00:00:00Z","2020-02-02T00:30:00Z",5.8784,5.1169,6.5400,0.0660,1800.0000,0.1374,0.0061,0
"2020-02-02T00:30:00Z","2020-02-02T01:00:00Z",5.0625,3.7594,6.1882,0.3751,1800.0000,0.1397,0.0144,0
"2020-02-02T01:00:00Z","2020-02-02T01:30:00Z",4.9146,3.6505,5.9674,0.2128,1800.0000,0.1383,0.0109,0
"2020-02-02T01:30:00Z","2020-02-02T02:00:00Z",5.4196,3.9005,6.1970,0.2295,1800.0000,0.1386,0.0113,0
"2020-02-02T02:00:00Z","2020-02-02T02:30:00Z",5.8053,4.9416,6.4943,0.0686,1800.0000,0.1374,0.0062,0
"2020-02-02T02:30:00Z","2020-02-02T03:00:00Z",5.6311,4.9002,6.2315,0.0628,1800.0000,0.1373,0.0059,0
"2020-02-02T03:00:00Z","2020-02-02T03:30:00Z",4.6236,3.9014,5.4904,0.1080,1800.0000,0.1373,0.0077,0
"2020-02-02T03:30:00Z","2020-02-02T04:00:00Z",3.7465,2.8944,4.3602,0.0803,1800.0000,0.1366,0.0067,0
"2020-02-02T04:00:00Z","2020-02-02T04:30:00Z",3.9721,3.1871,4.7916,0.1713,1800.0000,0.1375,0.0098,0
"2020-02-02T04:30:00Z","2020-02-02T05:00:00Z",4.2684,3.7357,4.9997,0.0554,1800.0000,0.1367,0.0055,0
"2020-02-02T05:00:00Z","2020-02-02T05:30:00Z",4.6352,4.0420,5.3672,0.0773,1800.0000,0.1370,0.0066,0
