startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2019-11-01T00:00:00Z","2019-11-01T00:30:00Z",-2.375,-2.391,-2.355,0.000,180,0.095,0.001,0
"2019-11-01T00:30:00Z","2019-11-01T01:00:00Z",-2.362,-2.377,-2.346,0.000,180,0.095,0.000,0
"2019-11-01T01:00:00Z","2019-11-01T01:30:00Z",-2.352,-2.365,-2.339,0.000,180,0.094,0.000,0
"2019-11-01T01:30:00Z","2019-11-01T02:00:00Z",-2.341,-2.353,-2.324,0.000,102,0.094,0.001,1
"2019-11-01T02:00:00Z","2019-11-01T02:30:00Z",-1.780,-1.972,-1.395,0.024,155,0.086,0.012,1
"2019-11-01T02:30:00Z","2019-11-01T03:00:00Z",-2.082,-2.168,-1.967,0.003,180,0.089,0.004,0
"2019-11-01T03:00:00Z","2019-11-01T03:30:00Z",-2.232,-2.291,-2.164,0.001,180,0.092,0.003,0
"2019-11-01T03:30:00Z","2019-11-01T04:00:00Z",-2.338,-2.382,-2.288,0.001,180,0.094,0.002,0
"2019-11-01T04:00:00Z","2019-11-01T04:30:00Z",-2.414,-2.454,-2.370,0.000,180,0.096,0.002,0
"2019-11-01T04:30:00Z","2019-11-01T05:00:00Z",-2.478,-2.514,-2.439,0.000,180,0.097,0.001,0
"2019-11-01T05:00:00Z","2019-11-01T05:30:00Z",-1.938,-2.514,-1.585,0.072,77,0.105,0.031,1
"2019-11-01T05:30:00Z","2019-11-01T06:00:00Z",-2.179,-2.309,-1.995,0.008,180,0.092,0.007,0
"2019-11-01T06:00:00Z","2019-11-01T06:30:00Z",-2.383,-2.450,-2.301,0.002,180,0.095,0.003,0
"2019-11-01T06:30:00Z","2019-11-01T07:00:00Z",-2.487,-2.534,-2.445,0.001,180,0.097,0.002,0
"2019-11-01T07:00:00Z","2019-11-01T07:30:00Z",-2.547,-2.577,-2.512,0.000,180,0.099,0.001,0
"2019-11-01T07:30:00Z","2019-11-01T08:00:00Z",-2.581,-2.603,-2.558,0.000,180,0.100,0.001,0
"2019-11-01T08:00:00Z","2019-11-01T08:30:00Z",-2.595,-2.608,-2.582,0.000,102,0.100,0.001,1
"2019-11-01T08:30:00Z","2019-11-01T09:00:00Z",-2.054,-2.254,-1.658,0.024,155,0.091,0.012,1
"2019-11-01T09:00:00Z","2019-11-01T09:30:00Z",-2.349,-2.436,-2.247,0.003,180,0.095,0.004,0
"2019-11-01T09:30:00Z","2019-11-01T10:00:00Z",-2.489,-2.542,-2.424,0.001,180,0.098,0.002,0
"2019-11-01T10:00:00Z","2019-11-01T10:30:00Z",-2.580,-2.620,-2.534,0.000,180,0.100,0.002,0
"2019-11-01T10:30:00Z","2019-11-01T11:00:00Z",-2.648,-2.692,-2.611,0.000,180,0.101,0.001,0
"2019-11-01T11:00:00Z","2019-11-01T11:30:00Z",-2.703,-2.735,-2.668,0.000,180,0.102,0.001,0
"2019-11-01T11:30:00Z","2019-11-01T12:00:00Z",-2.162,-2.738,-1.808,0.072,77,0.109,0.031,1
"2019-11-01T12:00:00Z","2019-11-01T12:30:00Z",-2.412,-2.549,-2.224,0.008,180,0.097,0.007,0
"2019-11-01T12:30:00Z","2019-11-01T13:00:00Z",-2.629,-2.704,-2.542,0.002,180,0.101,0.003,0
"2019-11-01T13:00:00Z","2019-11-01T13:30:00Z",-2.753,-2.807,-2.683,0.001,180,0.104,0.002,0
"2019-11-01T13:30:00Z","2019-11-01T14:00:00Z",-2.838,-2.883,-2.790,0.001,180,0.106,0.002,0
"2019-11-01T14:00:00Z","2019-11-01T14:30:00Z",-2.908,-2.946,-2.867,0.000,180,0.107,0.002,0
"2019-11-01T14:30:00Z","2019-11-01T15:00:00Z",-2.958,-2.984,-2.929,0.000,102,0.108,0.001,1
"2019-11-01T15:00:00Z","2019-11-01T15:30:00Z",-2.481,-2.699,-2.066,0.027,155,0.101,0.013,1
"2019-11-01T15:30:00Z","2019-11-01T16:00:00Z",-2.809,-2.907,-2.692,0.004,180,0.105,0.005,0
"2019-11-01T16:00:00Z","2019-11-01T16:30:00Z",-2.970,-3.031,-2.900,0.001,180,0.109,0.003,0
"2019-11-01T16:30:00Z","2019-11-01T17:00:00Z",-3.072,-3.115,-3.019,0.001,180,0.111,0.002,0
"2019-11-01T17:00:00Z","2019-11-01T17:30:00Z",-3.141,-3.175,-3.101,0.000,180,0.113,0.001,0
"2019-11-01T17:30:00Z","2019-11-01T18:00:00Z",-3.179,-3.191,-3.165,0.000,180,0.114,0.000,0
"2019-11-01T18:00:00Z","2019-11-01T18:30:00Z",-2.550,-3.187,-2.205,0.083,77,0.118,0.033,1
"2019-11-01T18:30:00Z","2019-11-01T19:00:00Z",-2.681,-2.739,-2.567,0.002,180,0.102,0.003,0
"2019-11-01T19:00:00Z","2019-11-01T19:30:00Z",-2.705,-2.734,-2.663,0.000,180,0.102,0.001,0
"2019-11-01T19:30:00Z","2019-11-01T20:00:00Z",-2.627,-2.677,-2.577,0.001,180,0.101,0.002,0
"2019-11-01T20:00:00Z","2019-11-01T20:30:00Z",-2.542,-2.586,-2.496,0.001,180,0.099,0.002,0
"2019-11-01T20:30:00Z","2019-11-01T21:00:00Z",-2.475,-2.510,-2.441,0.000,180,0.097,0.001,0
