startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,finalQF
"2022-09-01T00:00:00Z","2022-09-01T00:30:00Z",6.479,6.085,6.865,0.051,180,0.211,0.017,0
"2022-09-01T00:30:00Z","2022-09-01T01:00:00Z",5.646,5.175,6.077,0.068,180,0.189,0.019,0
"2022-09-01T01:00:00Z","2022-09-01T01:30:00Z",4.624,4.007,5.183,0.116,180,0.165,0.025,0
"2022-09-01T01:30:00Z","2022-09-01T02:00:00Z",3.301,2.581,4.010,0.173,180,0.138,0.031,0
"2022-09-01T02:00:00Z","2022-09-01T02:30:00Z",1.934,1.328,2.578,0.131,180,0.107,0.027,0
"2022-09-01T02:30:00Z","2022-09-01T03:00:00Z",0.718,0.113,1.315,0.124,180,0.090,0.026,0
"2022-09-01T03:00:00Z","2022-09-01T03:30:00Z",-0.515,-1.109,0.097,0.123,180,0.088,0.026,0
"2022-09-01T03:30:00Z","2022-09-01T04:00:00Z",-1.689,-2.262,-1.120,0.110,180,0.098,0.025,0
"2022-09-01T04:00:00Z","2022-09-01T04:30:00Z",-2.731,-3.169,-2.259,0.070,180,0.113,0.020,0
"2022-09-01T04:30:00Z","2022-09-01T05:00:00Z",-3.559,-3.941,-3.174,0.050,180,0.130,0.017,0
"2022-09-01T05:00:00Z","2022-09-01T05:30:00Z",-4.314,-4.647,-3.939,0.043,180,0.149,0.015,0
"2022-09-01T05:30:00Z","2022-09-01T06:00:00Z",-4.920,-5.179,-4.649,0.023,180,0.163,0.011,0
"2022-09-01T06:00:00Z","2022-09-01T06:30:00Z",-5.443,-5.719,-5.174,0.026,180,0.178,0.012,0
"2022-09-01T06:30:00Z","2022-09-01T07:00:00Z",-6.003,-6.285,-5.717,0.026,180,0.193,0.012,0
"2022-09-01T07:00:00Z","2022-09-01T07:30:00Z",-6.552,-6.805,-6.283,0.023,180,0.208,0.011,0
"2022-09-01T07:30:00Z","2022-09-01T08:00:00Z",-7.002,-7.166,-6.805,0.011,180,0.221,0.008,0
"2022-09-01T08:00:00Z","2022-09-01T08:30:00Z",-7.291,-7.440,-7.151,0.007,180,0.229,0.006,0
"2022-09-01T08:30:00Z","2022-09-01T09:00:00Z",-7.558,-7.673,-7.438,0.005,180,0.236,0.005,0
"2022-09-01T09:00:00Z","2022-09-01T09:30:00Z",-7.782,-7.903,-7.665,0.004,180,0.243,0.005,0
"2022-09-01T09:30:00Z","2022-09-01T10:00:00Z",-8.006,-8.120,-7.890,0.004,180,0.249,0.005,0
"2022-09-01T10:00:00Z","2022-09-01T10:30:00Z",-8.235,-8.365,-8.115,0.005,180,0.256,0.005,0
"2022-09-01T10:30:00Z","2022-09-01T11:00:00Z",-8.493,-8.647,-8.355,0.007,180,0.263,0.006,0
"2022-09-01T11:00:00Z","2022-09-01T11:30:00Z",-8.773,-8.900,-8.642,0.005,180,0.271,0.005,0
"2022-09-01T11:30:00Z","2022-09-01T12:00:00Z",-8.158,-8.924,-7.481,0.165,77,0.270,0.046,1
"2022-09-01T12:00:00Z","2022-09-01T12:30:00Z",-8.834,-9.130,-8.389,0.041,180,0.275,0.015,0
"2022-09-01T12:30:00Z","2022-09-01T13:00:00Z",-9.365,-9.541,-9.128,0.012,180,0.289,0.008,0
"2022-09-01T13:00:00Z","2022-09-01T13:30:00Z",-9.693,-10.075,-9.530,0.019,180,0.299,0.010,0
"2022-09-01T13:30:00Z","2022-09-01T14:00:00Z",-9.850,-10.101,-9.755,0.003,180,0.303,0.004,0
"2022-09-01T14:00:00Z","2022-09-01T14:30:00Z",-9.560,-9.796,-9.192,0.026,180,0.295,0.012,0
"2022-09-01T14:30:00Z","2022-09-01T15:00:00Z",-8.523,-9.169,-7.724,0.184,180,0.271,0.032,0
"2022-09-01T15:00:00Z","2022-09-01T15:30:00Z",-6.738,-7.713,-5.563,0.369,180,0.231,0.045,0
"2022-09-01T15:30:00Z","2022-09-01T16:00:00Z",-4.369,-5.566,-3.235,0.460,180,0.178,0.051,0
"2022-09-01T16:00:00Z","2022-09-01T16:30:00Z",-2.415,-3.235,-1.671,0.209,159,0.123,0.036,1
"2022-09-01T16:30:00Z","2022-09-01T17:00:00Z",,,,,,,,1
"2022-09-01T17:00:00Z","2022-09-01T17:30:00Z",,,,,,,,1
"2022-09-01T17:30:00Z","2022-09-01T18:00:00Z",6.387,6.302,6.472,0.003,11,0.209,0.017,1
"2022-09-01T18:00:00Z","2022-09-01T18:30:00Z",7.096,6.477,7.280,0.045,180,0.228,0.016,0
"2022-09-01T18:30:00Z","2022-09-01T19:00:00Z",7.008,6.867,7.363,0.014,180,0.224,0.009,0
"2022-09-01T19:00:00Z","2022-09-01T19:30:00Z",8.906,7.370,10.617,0.978,180,0.315,0.074,0
"2022-09-01T19:30:00Z","2022-09-01T20:00:00Z",11.401,10.651,12.024,0.123,180,0.356,0.026,0
"2022-09-01T20:00:00Z","2022-09-01T20:30:00Z",12.819,12.031,13.239,0.155,180,0.398,0.029,0
"2022-09-01T20:30:00Z","2022-09-01T21:00:00Z",12.699,11.931,13.541,0.174,180,0.395,0.031,0
"2022-09-01T21:00:00Z","2022-09-01T21:30:00Z",11.294,10.653,11.936,0.143,180,0.353,0.028,0
"2022-09-01T21:30:00Z","2022-09-01T22:00:00Z",10.412,10.325,10.666,0.008,180,0.323,0.007,0
"2022-09-01T22:00:00Z","2022-09-01T22:30:00Z",10.688,10.400,11.051,0.043,180,0.332,0.016,0
"2022-09-01T22:30:00Z","2022-09-01T23:00:00Z",11.044,10.785,11.149,0.011,180,0.341,0.008,0
"2022-09-01T23:00:00Z","2022-09-01T23:30:00Z",10.308,9.799,10.775,0.078,180,0.322,0.021,0
"2022-09-01T23:30:00Z","2022-09-02T00:00:00Z",9.226,8.728,9.804,0.103,180,0.292,0.024,0
"2022-09-02T00:00:00Z","2022-09-02T00:30:00Z",8.385,8.039,8.723,0.040,180,0.265,0.015,0
"2022-09-02T00:30:00Z","2022-09-02T01:00:00Z",7.624,7.151,8.036,0.066,180,0.244,0.019,1
"2022-09-02T01:00:00Z","2022-09-02T01:30:00Z",6.585,5.997,7.140,0.111,180,0.204,0.025,1
"2022-09-02T01:30:00Z","2022-09-02T02:00:00Z",5.363,4.720,5.989,0.138,180,0.170,0.028,1
"2022-09-02T02:00:00Z","2022-09-02T02:30:00Z",4.048,3.349,4.712,0.155,180,0.135,0.029,1
"2022-09-02T02:30:00Z","2022-09-02T03:00:00Z",2.564,1.752,3.339,0.218,180,0.104,0.035,1
"2022-09-02T03:00:00Z","2022-09-02T03:30:00Z",0.908,0.141,1.736,0.228,180,0.076,0.036,1
"2022-09-02T03:30:00Z","2022-09-02T04:00:00Z",-0.606,-1.301,0.123,0.172,180,0.064,0.031,1
"2022-09-02T04:00:00Z","2022-09-02T04:30:00Z",-1.942,-2.555,-1.314,0.132,180,0.080,0.027,1
"2022-09-02T04:30:00Z","2022-09-02T05:00:00Z",-3.134,-3.681,-2.558,0.107,180,0.106,0.024,1
"2022-09-02T05:00:00Z","2022-09-02T05:30:00Z",-4.133,-4.525,-3.686,0.061,180,0.129,0.018,1
"2022-09-02T05:30:00Z","2022-09-02T06:00:00Z",-4.755,-4.961,-4.532,0.014,180,0.144,0.009,1
"2022-09-02T06:00:00Z","2022-09-02T06:30:00Z",-5.167,-5.374,-4.961,0.014,180,0.156,0.009,1
"2022-09-02T06:30:00Z","2022-09-02T07:00:00Z",-5.544,-5.699,-5.363,0.009,180,0.167,0.007,1
"2022-09-02T07:00:00Z","2022-09-02T07:30:00Z",-5.794,-5.856,-5.694,0.002,180,0.174,0.003,1
"2022-09-02T07:30:00Z","2022-09-02T08:00:00Z",-5.784,-5.854,-5.691,0.002,180,0.174,0.003,1
"2022-09-02T08:00:00Z","2022-09-02T08:30:00Z",-5.657,-5.699,-5.634,0.000,180,0.170,0.001,1
"2022-09-02T08:30:00Z","2022-09-02T09:00:00Z",-5.766,-5.903,-5.660,0.005,180,0.173,0.005,1
"2022-09-02T09:00:00Z","2022-09-02T09:30:00Z",-6.086,-6.256,-5.905,0.011,180,0.183,0.008,1
"2022-09-02T09:30:00Z","2022-09-02T10:00:00Z",-6.361,-6.442,-6.259,0.002,180,0.191,0.004,1
"2022-09-02T10:00:00Z","2022-09-02T10:30:00Z",-6.522,-6.636,-6.427,0.003,180,0.196,0.004,1
"2022-09-02T10:30:00Z","2022-09-02T11:00:00Z",-6.762,-6.914,-6.623,0.006,180,0.203,0.006,1
"2022-09-02T11:00:00Z","2022-09-02T11:30:00Z",-7.071,-7.227,-6.909,0.008,180,0.213,0.007,1
"2022-09-02T11:30:00Z","2022-09-02T12:00:00Z",-7.355,-7.492,-7.211,0.007,180,0.221,0.006,1
"2022-09-02T12:00:00Z","2022-09-02T12:30:00Z",-7.582,-7.660,-7.490,0.002,180,0.228,0.004,1
"2022-09-02T12:30:00Z","2022-09-02T13:00:00Z",-7.833,-8.055,-7.655,0.010,180,0.235,0.007,1
"2022-09-02T13:00:00Z","2022-09-02T13:30:00Z",-7.755,-7.869,-7.590,0.007,180,0.233,0.006,1
"2022-09-02T13:30:00Z","2022-09-02T14:00:00Z",-7.340,-7.601,-7.043,0.023,180,0.221,0.011,1
"2022-09-02T14:00:00Z","2022-09-02T14:30:00Z",-6.648,-7.041,-6.127,0.060,180,0.203,0.018,1
"2022-09-02T14:30:00Z","2022-09-02T15:00:00Z",-5.465,-6.130,-4.700,0.174,180,0.175,0.031,1
"2022-09-02T15:00:00Z","2022-09-02T15:30:00Z",-3.684,-4.685,-2.584,0.370,180,0.143,0.045,1
"2022-09-02T15:30:00Z","2022-09-02T16:00:00Z",-1.506,-2.571,-0.576,0.347,180,0.099,0.044,1
"2022-09-02T16:00:00Z","2022-09-02T16:30:00Z",0.115,-0.568,0.766,0.147,180,0.057,0.029,1
"2022-09-02T16:30:00Z","2022-09-02T17:00:00Z",1.456,0.774,2.118,0.157,180,0.074,0.030,1
"2022-09-02T17:00:00Z","2022-09-02T17:30:00Z",3.116,2.131,4.743,0.565,180,0.146,0.056,1
"2022-09-02T17:30:00Z","2022-09-02T18:00:00Z",6.982,4.771,8.470,1.327,180,0.271,0.086,1
"2022-09-02T18:00:00Z","2022-09-02T18:30:00Z",8.529,8.274,8.650,0.012,180,0.256,0.008,1
"2022-09-02T18:30:00Z","2022-09-02T19:00:00Z",8.119,7.979,8.434,0.012,180,0.244,0.008,1
"2022-09-02T19:00:00Z","2022-09-02T19:30:00Z",9.535,8.434,11.046,0.587,180,0.308,0.057,1
"2022-09-02T19:30:00Z","2022-09-02T20:00:00Z",11.804,11.061,12.039,0.064,180,0.356,0.019,1
"2022-09-02T20:00:00Z","2022-09-02T20:30:00Z",10.854,9.923,11.714,0.297,180,0.336,0.041,1
"2022-09-02T20:30:00Z","2022-09-02T21:00:00Z",10.099,9.809,10.506,0.058,180,0.305,0.018,1
"2022-09-02T21:00:00Z","2022-09-02T21:30:00Z",10.312,9.938,10.521,0.035,180,0.311,0.014,1
"2022-09-02T21:30:00Z","2022-09-02T22:00:00Z",9.592,9.435,9.946,0.022,180,0.289,0.011,1
"2022-09-02T22:00:00Z","2022-09-02T22:30:00Z",9.699,9.445,9.967,0.027,180,0.292,0.012,1
"2022-09-02T22:30:00Z","2022-09-02T23:00:00Z",9.909,9.714,10.003,0.007,180,0.298,0.006,1
"2022-09-02T23:00:00Z","2022-09-02T23:30:00Z",9.309,8.849,9.724,0.068,180,0.282,0.019,1
"2022-09-02T23:30:00Z","2022-09-03T00:00:00Z",8.367,7.935,8.836,0.069,180,0.254,0.020,1
"2022-09-03T00:00:00Z","2022-09-03T00:30:00Z",,,,,,,,1
"2022-09-03T00:30:00Z","2022-09-03T01:00:00Z",,,,,,,,1
"2022-09-03T01:00:00Z","2022-09-03T01:30:00Z",,,,,,,,1
"2022-09-03T01:30:00Z","2022-09-03T02:00:00Z",,,,,,,,1
"2022-09-03T02:00:00Z","2022-09-03T02:30:00Z",,,,,,,,1
"2022-09-03T02:30:00Z","2022-09-03T03:00:00Z",,,,,,,,1
"2022-09-03T03:00:00Z","2022-09-03T03:30:00Z",,,,,,,,1
"2022-09-03T03:30:00Z","2022-09-03T04:00:00Z",,,,,,,,1
"2022-09-03T04:00:00Z","2022-09-03T04:30:00Z",,,,,,,,1
"2022-09-03T04:30:00Z","2022-09-03T05:00:00Z",,,,,,,,1
"2022-09-03T05:00:00Z","2022-09-03T05:30:00Z",,,,,,,,1
"2022-09-03T05:30:00Z","2022-09-03T06:00:00Z",,,,,,,,1
"2022-09-03T06:00:00Z","2022-09-03T06:30:00Z",,,,,,,,1
"2022-09-03T06:30:00Z","2022-09-03T07:00:00Z",,,,,,,,1
"2022-09-03T07:00:00Z","2022-09-03T07:30:00Z",,,,,,,,1
"2022-09-03T07:30:00Z","2022-09-03T08:00:00Z",,,,,,,,1
"2022-09-03T08:00:00Z","2022-09-03T08:30:00Z",,,,,,,,1
"2022-09-03T08:30:00Z","2022-09-03T09:00:00Z",,,,,,,,1
"2022-09-03T09:00:00Z","2022-09-03T09:30:00Z",,,,,,,,1
"2022-09-03T09:30:00Z","2022-09-03T10:00:00Z",,,,,,,,1
"2022-09-03T10:00:00Z","2022-09-03T10:30:00Z",,,,,,,,1
"2022-09-03T10:30:00Z","2022-09-03T11:00:00Z",,,,,,,,1
"2022-09-03T11:00:00Z","2022-09-03T11:30:00Z",,,,,,,,1
"2022-09-03T11:30:00Z","2022-09-03T12:00:00Z",,,,,,,,1
"2022-09-03T12:00:00Z","2022-09-03T12:30:00Z",,,,,,,,1
"2022-09-03T12:30:00Z","2022-09-03T13:00:00Z",,,,,,,,1
"2022-09-03T13:00:00Z","2022-09-03T13:30:00Z",,,,,,,,1
"2022-09-03T13:30:00Z","2022-09-03T14:00:00Z",,,,,,,,1
"2022-09-03T14:00:00Z","2022-09-03T14:30:00Z",,,,,,,,1
"2022-09-03T14:30:00Z","2022-09-03T15:00:00Z",,,,,,,,1
"2022-09-03T15:00:00Z","2022-09-03T15:30:00Z",,,,,,,,1
"2022-09-03T15:30:00Z","2022-09-03T16:00:00Z",,,,,,,,1
"2022-09-03T16:00:00Z","2022-09-03T16:30:00Z",,,,,,,,1
"2022-09-03T16:30:00Z","2022-09-03T17:00:00Z",,,,,,,,1
"2022-09-03T17:00:00Z","2022-09-03T17:30:00Z",,,,,,,,1
"2022-09-03T17:30:00Z","2022-09-03T18:00:00Z",,,,,,,,1
"2022-09-03T18:00:00Z","2022-09-03T18:30:00Z",,,,,,,,1
"2022-09-03T18:30:00Z","2022-09-03T19:00:00Z",,,,,,,,1
"2022-09-03T19:00:00Z","2022-09-03T19:30:00Z",,,,,,,,1
"2022-09-03T19:30:00Z","2022-09-03T20:00:00Z",,,,,,,,1
"2022-09-03T20:00:00Z","2022-09-03T20:30:00Z",,,,,,,,1
"2022-09-03T20:30:00Z","2022-09-03T21:00:00Z",,,,,,,,1
"2022-09-03T21:00:00Z","2022-09-03T21:30:00Z",,,,,,,,1
"2022-09-03T21:30:00Z","2022-09-03T22:00:00Z",,,,,,,,1
"2022-09-03T22:00:00Z","2022-09-03T22:30:00Z",,,,,,,,1
"2022-09-03T22:30:00Z","2022-09-03T23:00:00Z",,,,,,,,1
"2022-09-03T23:00:00Z","2022-09-03T23:30:00Z",,,,,,,,1
"2022-09-03T23:30:00Z","2022-09-04T00:00:00Z",,,,,,,,1
