startDateTime,endDateTime,SHFMean,SHFMinimum,SHFMaximum,SHFVariance,SHFNumPts,SHFExpUncert,SHFStdErMean,SHFInSituCorFactor,finalQF
"2019-04-01T00:00:00Z","2019-04-01T00:01:00Z",0.094,0.073,0.120,0.000,6,0.059,0.009,0.000071089,0
"2019-04-01T00:01:00Z","2019-04-01T00:02:00Z",0.090,0.071,0.109,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:02:00Z","2019-04-01T00:03:00Z",0.095,0.076,0.124,0.000,6,0.059,0.008,0.000071089,0
"2019-04-01T00:03:00Z","2019-04-01T00:04:00Z",0.084,0.065,0.120,0.000,6,0.059,0.008,0.000071089,0
"2019-04-01T00:04:00Z","2019-04-01T00:05:00Z",0.087,0.065,0.109,0.000,6,0.058,0.007,0.000071089,0
"2019-04-01T00:05:00Z","2019-04-01T00:06:00Z",0.089,0.073,0.101,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:06:00Z","2019-04-01T00:07:00Z",0.095,0.080,0.120,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:07:00Z","2019-04-01T00:08:00Z",0.076,0.057,0.090,0.000,6,0.057,0.005,0.000071089,0
"2019-04-01T00:08:00Z","2019-04-01T00:09:00Z",0.085,0.071,0.096,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:09:00Z","2019-04-01T00:10:00Z",0.087,0.082,0.092,0.000,6,0.056,0.002,0.000071089,0
"2019-04-01T00:10:00Z","2019-04-01T00:11:00Z",0.093,0.088,0.103,0.000,6,0.057,0.002,0.000071089,0
"2019-04-01T00:11:00Z","2019-04-01T00:12:00Z",0.085,0.073,0.094,0.000,6,0.057,0.003,0.000071089,0
"2019-04-01T00:12:00Z","2019-04-01T00:13:00Z",0.088,0.086,0.090,0.000,6,0.056,0.001,0.000071089,0
"2019-04-01T00:13:00Z","2019-04-01T00:14:00Z",0.093,0.084,0.099,0.000,6,0.057,0.002,0.000071089,0
"2019-04-01T00:14:00Z","2019-04-01T00:15:00Z",0.092,0.084,0.101,0.000,6,0.057,0.003,0.000071089,0
"2019-04-01T00:15:00Z","2019-04-01T00:16:00Z",0.100,0.082,0.117,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:16:00Z","2019-04-01T00:17:00Z",0.088,0.063,0.105,0.000,6,0.058,0.007,0.000071089,0
"2019-04-01T00:17:00Z","2019-04-01T00:18:00Z",0.083,0.071,0.092,0.000,6,0.057,0.003,0.000071089,0
"2019-04-01T00:18:00Z","2019-04-01T00:19:00Z",0.092,0.084,0.109,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:19:00Z","2019-04-01T00:20:00Z",0.088,0.078,0.096,0.000,6,0.057,0.003,0.000071089,0
"2019-04-01T00:20:00Z","2019-04-01T00:21:00Z",0.092,0.082,0.124,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:21:00Z","2019-04-01T00:22:00Z",0.090,0.076,0.105,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:22:00Z","2019-04-01T00:23:00Z",0.091,0.069,0.130,0.000,6,0.059,0.009,0.000071089,0
"2019-04-01T00:23:00Z","2019-04-01T00:24:00Z",0.086,0.069,0.099,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:24:00Z","2019-04-01T00:25:00Z",0.100,0.084,0.126,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:25:00Z","2019-04-01T00:26:00Z",0.093,0.069,0.113,0.000,6,0.058,0.006,0.000071089,0
"2019-04-01T00:26:00Z","2019-04-01T00:27:00Z",0.089,0.084,0.092,0.000,6,0.056,0.001,0.000071089,0
"2019-04-01T00:27:00Z","2019-04-01T00:28:00Z",0.093,0.084,0.111,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:28:00Z","2019-04-01T00:29:00Z",0.089,0.071,0.099,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:29:00Z","2019-04-01T00:30:00Z",0.093,0.086,0.113,0.000,6,0.057,0.004,0.000071089,0
"2019-04-01T00:30:00Z","2019-04-01T00:31:00Z",0.091,0.078,0.101,0.000,6,0.057,0.003,0.000071089,0
"2019-04-01T00:31:00Z","2019-04-01T00:32:00Z",,,,,,,,,1
"2019-04-01T00:32:00Z","2019-04-01T00:33:00Z",,,,,,,,,1
"2019-04-01T00:33:00Z","2019-04-01T00:34:00Z",,,,,,,,,1
"2019-04-01T00:34:00Z","2019-04-01T00:35:00Z",,,,,,,,,1
"2019-04-01T00:35:00Z","2019-04-01T00:36:00Z",,,,,,,,,1
"2019-04-01T00:36:00Z","2019-04-01T00:37:00Z",,,,,,,,,1
"2019-04-01T00:37:00Z","2019-04-01T00:38:00Z",,,,,,,,,1
"2019-04-01T00:38:00Z","2019-04-01T00:39:00Z",,,,,,,,,1
"2019-04-01T00:39:00Z","2019-04-01T00:40:00Z",,,,,,,,,1
"2019-04-01T00:40:00Z","2019-04-01T00:41:00Z",,,,,,,,,1
"2019-04-01T00:41:00Z","2019-04-01T00:42:00Z",,,,,,,,,1
"2019-04-01T00:42:00Z","2019-04-01T00:43:00Z",,,,,,,,,1
"2019-04-01T00:43:00Z","2019-04-01T00:44:00Z",,,,,,,,,1
"2019-04-01T00:44:00Z","2019-04-01T00:45:00Z",,,,,,,,,1
"2019-04-01T00:45:00Z","2019-04-01T00:46:00Z",,,,,,,,,1
"2019-04-01T00:46:00Z","2019-04-01T00:47:00Z",,,,,,,,,1
"2019-04-01T00:47:00Z","2019-04-01T00:48:00Z",,,,,,,,,1
"2019-04-01T00:48:00Z","2019-04-01T00:49:00Z",0.149,0.120,0.190,0.001,5,0.063,0.014,0.000070775,1
"2019-04-01T00:49:00Z","2019-04-01T00:50:00Z",0.122,0.095,0.145,0.000,6,0.059,0.009,0.000070775,0
"2019-04-01T00:50:00Z","2019-04-01T00:51:00Z",0.098,0.070,0.133,0.000,6,0.059,0.009,0.000070775,0
"2019-04-01T00:51:00Z","2019-04-01T00:52:00Z",0.078,0.067,0.099,0.000,6,0.057,0.005,0.000070775,0
"2019-04-01T00:52:00Z","2019-04-01T00:53:00Z",0.071,0.051,0.091,0.000,6,0.058,0.007,0.000070775,0
"2019-04-01T00:53:00Z","2019-04-01T00:54:00Z",0.060,0.038,0.091,0.000,6,0.058,0.007,0.000070775,0
"2019-04-01T00:54:00Z","2019-04-01T00:55:00Z",0.066,0.055,0.078,0.000,6,0.057,0.003,0.000070775,0
"2019-04-01T00:55:00Z","2019-04-01T00:56:00Z",0.048,0.023,0.065,0.000,6,0.058,0.006,0.000070775,0
"2019-04-01T00:56:00Z","2019-04-01T00:57:00Z",0.055,0.042,0.084,0.000,6,0.058,0.006,0.000070775,0
"2019-04-01T00:57:00Z","2019-04-01T00:58:00Z",0.049,0.013,0.080,0.001,6,0.061,0.011,0.000070775,0
"2019-04-01T00:58:00Z","2019-04-01T00:59:00Z",0.054,0.042,0.084,0.000,6,0.058,0.007,0.000070775,0
"2019-04-01T00:59:00Z","2019-04-01T01:00:00Z",0.042,0.030,0.061,0.000,6,0.058,0.005,0.000070775,0
"2019-04-01T01:00:00Z","2019-04-01T01:01:00Z",0.052,0.040,0.067,0.000,6,0.057,0.005,0.000070775,0
